typeName,typeID,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productID,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
Plagioclase Mining Crystal II Blueprint,18613,Mining Crystal Blueprint,10,10000000000,1,480,1,Plagioclase Mining Crystal II,18612,Ammunition & Charges,Mining Crystals,,,
Pyroxeres Mining Crystal II Blueprint,18615,Mining Crystal Blueprint,10,10000000000,1,480,1,Pyroxeres Mining Crystal II,18614,Ammunition & Charges,Mining Crystals,,,
Scordite Mining Crystal II Blueprint,18617,Mining Crystal Blueprint,10,10000000000,1,480,1,Scordite Mining Crystal II,18616,Ammunition & Charges,Mining Crystals,,,
Veldspar Mining Crystal II Blueprint,18619,Mining Crystal Blueprint,10,10000000000,1,480,1,Veldspar Mining Crystal II,18618,Ammunition & Charges,Mining Crystals,,,
Spodumain Mining Crystal II Blueprint,18625,Mining Crystal Blueprint,10,10000000000,1,480,1,Spodumain Mining Crystal II,18624,Ammunition & Charges,Mining Crystals,,,
Ubiquitous Moon Ore Mining Crystal I Blueprint,46350,Mining Crystal Blueprint,600,10000000,1,300,1,Ubiquitous Moon Ore Mining Crystal I,46355,Ammunition & Charges,Mining Crystals,,,
Ubiquitous Moon Ore Mining Crystal II Blueprint,46351,Mining Crystal Blueprint,10,NULL,1,480,1,Ubiquitous Moon Ore Mining Crystal II,46356,Ammunition & Charges,Mining Crystals,,,
Common Moon Ore Mining Crystal I Blueprint,46352,Mining Crystal Blueprint,600,10000000,1,300,1,Common Moon Ore Mining Crystal I,46365,Ammunition & Charges,Mining Crystals,,,
Common Moon Ore Mining Crystal II Blueprint,46353,Mining Crystal Blueprint,10,NULL,1,480,1,Common Moon Ore Mining Crystal II,46366,Ammunition & Charges,Mining Crystals,,,
Uncommon Moon Ore Mining Crystal I Blueprint,46357,Mining Crystal Blueprint,600,10000000,1,300,1,Uncommon Moon Ore Mining Crystal I,46367,Ammunition & Charges,Mining Crystals,,,
Uncommon Moon Ore Mining Crystal II Blueprint,46358,Mining Crystal Blueprint,10,NULL,1,480,1,Uncommon Moon Ore Mining Crystal II,46368,Ammunition & Charges,Mining Crystals,,,
Rare Moon Ore Mining Crystal I Blueprint,46359,Mining Crystal Blueprint,600,10000000,1,300,1,Rare Moon Ore Mining Crystal I,46369,Ammunition & Charges,Mining Crystals,,,
Rare Moon Ore Mining Crystal II Blueprint,46360,Mining Crystal Blueprint,10,NULL,1,480,1,Rare Moon Ore Mining Crystal II,46370,Ammunition & Charges,Mining Crystals,,,
Exceptional Moon Ore Mining Crystal I Blueprint,46361,Mining Crystal Blueprint,600,10000000,1,300,1,Exceptional Moon Ore Mining Crystal I,46371,Ammunition & Charges,Mining Crystals,,,
Exceptional Moon Ore Mining Crystal II Blueprint,46362,Mining Crystal Blueprint,10,NULL,1,480,1,Exceptional Moon Ore Mining Crystal II,46372,Ammunition & Charges,Mining Crystals,,,
Nanite Repair Paste Blueprint,2739,Script Blueprint,600,50000000,1,300,10,Nanite Repair Paste,28668,Ammunition & Charges,Nanite Repair Paste,,,
Focused Warp Scrambling Script Blueprint,45011,Script Blueprint,600,50000000,1,300,1,Focused Warp Scrambling Script,45010,Ammunition & Charges,Scripts,,,
Standup Focused Warp Scrambling Script Blueprint,47337,Script Blueprint,300,50000000,1,600,1,Standup Focused Warp Scrambling Script,47336,Ammunition & Charges,Scripts,,,
ECCM Script Blueprint,41230,Script Blueprint,600,1500000,1,300,1,ECCM Script,41155,Ammunition & Charges,Scripts,,,
Armor EM Resistance Script Blueprint,41590,Script Blueprint,600,5000000,1,300,1,Armor EM Resistance Script,41517,Ammunition & Charges,Scripts,,,
Armor Thermal Resistance Script Blueprint,41591,Script Blueprint,600,5000000,1,300,1,Armor Thermal Resistance Script,41518,Ammunition & Charges,Scripts,,,
Armor Kinetic Resistance Script Blueprint,41592,Script Blueprint,600,5000000,1,300,1,Armor Kinetic Resistance Script,41519,Ammunition & Charges,Scripts,,,
Armor Explosive Resistance Script Blueprint,41593,Script Blueprint,600,5000000,1,300,1,Armor Explosive Resistance Script,41520,Ammunition & Charges,Scripts,,,
Shield EM Resistance Script Blueprint,41594,Script Blueprint,600,5000000,1,300,1,Shield EM Resistance Script,41521,Ammunition & Charges,Scripts,,,
Shield Thermal Resistance Script Blueprint,41595,Script Blueprint,600,5000000,1,300,1,Shield Thermal Resistance Script,41522,Ammunition & Charges,Scripts,,,
Shield Kinetic Resistance Script Blueprint,41596,Script Blueprint,600,5000000,1,300,1,Shield Kinetic Resistance Script,41523,Ammunition & Charges,Scripts,,,
Shield Explosive Resistance Script Blueprint,41597,Script Blueprint,600,5000000,1,300,1,Shield Explosive Resistance Script,41524,Ammunition & Charges,Scripts,,,
Optimal Range Script Blueprint,29000,Script Blueprint,600,1500000,1,300,1,Optimal Range Script,28999,Ammunition & Charges,Scripts,,,
Tracking Speed Script Blueprint,29002,Script Blueprint,600,1500000,1,300,1,Tracking Speed Script,29001,Ammunition & Charges,Scripts,,,
Focused Warp Disruption Script Blueprint,29004,Script Blueprint,600,50000000,1,300,1,Focused Warp Disruption Script,29003,Ammunition & Charges,Scripts,,,
Optimal Range Disruption Script Blueprint,29006,Script Blueprint,600,1500000,1,300,1,Optimal Range Disruption Script,29005,Ammunition & Charges,Scripts,,,
Tracking Speed Disruption Script Blueprint,29008,Script Blueprint,600,1500000,1,300,1,Tracking Speed Disruption Script,29007,Ammunition & Charges,Scripts,,,
Targeting Range Script Blueprint,29010,Script Blueprint,600,1500000,1,300,1,Targeting Range Script,29009,Ammunition & Charges,Scripts,,,
Scan Resolution Script Blueprint,29012,Script Blueprint,600,1500000,1,300,1,Scan Resolution Script,29011,Ammunition & Charges,Scripts,,,
Scan Resolution Dampening Script Blueprint,29014,Script Blueprint,600,1500000,1,300,1,Scan Resolution Dampening Script,29013,Ammunition & Charges,Scripts,,,
Targeting Range Dampening Script Blueprint,29016,Script Blueprint,600,1500000,1,300,1,Targeting Range Dampening Script,29015,Ammunition & Charges,Scripts,,,
Missile Range Script Blueprint,35796,Script Blueprint,600,1500000,1,300,1,Missile Range Script,35794,Ammunition & Charges,Scripts,,,
Missile Precision Script Blueprint,35797,Script Blueprint,600,1500000,1,300,1,Missile Precision Script,35795,Ammunition & Charges,Scripts,,,
Standup Gravimetric ECM Script Blueprint,37833,Script Blueprint,600,1300000,1,300,1,Standup Gravimetric ECM Script,37821,Ammunition & Charges,Scripts,,,
Standup Ladar ECM Script Blueprint,37834,Script Blueprint,600,1300000,1,300,1,Standup Ladar ECM Script,37822,Ammunition & Charges,Scripts,,,
Standup Magnetometric ECM Script Blueprint,37835,Script Blueprint,600,1300000,1,300,1,Standup Magnetometric ECM Script,37823,Ammunition & Charges,Scripts,,,
Standup Radar ECM Script Blueprint,37836,Script Blueprint,600,1300000,1,300,1,Standup Radar ECM Script,37824,Ammunition & Charges,Scripts,,,
Missile Range Disruption Script Blueprint,40336,Script Blueprint,600,1500000,1,300,1,Missile Range Disruption Script,40334,Ammunition & Charges,Scripts,,,
Missile Precision Disruption Script Blueprint,40337,Script Blueprint,600,1500000,1,300,1,Missile Precision Disruption Script,40335,Ammunition & Charges,Scripts,,,
Standup Heavy Guided Bomb Blueprint,37858,Missile Blueprint,100,20000000,1,1500,1,Standup Heavy Guided Bomb,37849,Ammunition & Charges,Structure Guided Bombs,,,
Standup Light Guided Bomb Blueprint,37859,Missile Blueprint,100,20000000,1,1500,1,Standup Light Guided Bomb,37850,Ammunition & Charges,Structure Guided Bombs,,,
Praetor EV-900 Blueprint,22573,Energy Neutralizer Drone Blueprint,200,6000000,1,900,1,Praetor EV-900,22572,Drones,Combat Utility Drones,,,
Acolyte EV-300 Blueprint,23660,Energy Neutralizer Drone Blueprint,600,200000,1,300,1,Acolyte EV-300,23659,Drones,Combat Utility Drones,,,
Infiltrator EV-600 Blueprint,23703,Energy Neutralizer Drone Blueprint,300,1700000,1,600,1,Infiltrator EV-600,23702,Drones,Combat Utility Drones,,,
Wasp EC-900 Blueprint,23474,Electronic Warfare Drone Blueprint,200,5000000,1,900,1,Wasp EC-900,23473,Drones,Electronic Warfare Drones,,,
Ogre SD-900 Blueprint,23507,Electronic Warfare Drone Blueprint,200,7000000,1,900,1,Ogre SD-900,23506,Drones,Electronic Warfare Drones,,,
Praetor TD-900 Blueprint,23511,Electronic Warfare Drone Blueprint,200,6000000,1,900,1,Praetor TD-900,23510,Drones,Electronic Warfare Drones,,,
Berserker TP-900 Blueprint,23513,Electronic Warfare Drone Blueprint,200,4000000,1,900,1,Berserker TP-900,23512,Drones,Electronic Warfare Drones,,,
Berserker SW-900 Blueprint,23537,Stasis Webifying Drone Blueprint,200,4000000,1,900,1,Berserker SW-900,23536,Drones,Electronic Warfare Drones,,,
Vespa EC-600 Blueprint,23706,Electronic Warfare Drone Blueprint,300,1600000,1,600,1,Vespa EC-600,23705,Drones,Electronic Warfare Drones,,,
Hornet EC-300 Blueprint,23708,Electronic Warfare Drone Blueprint,600,300000,1,300,1,Hornet EC-300,23707,Drones,Electronic Warfare Drones,,,
Hammerhead SD-600 Blueprint,23714,Electronic Warfare Drone Blueprint,300,1800000,1,600,1,Hammerhead SD-600,23713,Drones,Electronic Warfare Drones,,,
Hobgoblin SD-300 Blueprint,23716,Electronic Warfare Drone Blueprint,600,250000,1,300,1,Hobgoblin SD-300,23715,Drones,Electronic Warfare Drones,,,
Valkyrie TP-600 Blueprint,23722,Electronic Warfare Drone Blueprint,300,1500000,1,600,1,Valkyrie TP-600,23721,Drones,Electronic Warfare Drones,,,
Warrior TP-300 Blueprint,23724,Electronic Warfare Drone Blueprint,600,400000,1,300,1,Warrior TP-300,23723,Drones,Electronic Warfare Drones,,,
Infiltrator TD-600 Blueprint,23726,Electronic Warfare Drone Blueprint,300,1700000,1,600,1,Infiltrator TD-600,23725,Drones,Electronic Warfare Drones,,,
Acolyte TD-300 Blueprint,23728,Electronic Warfare Drone Blueprint,600,200000,1,300,1,Acolyte TD-300,23727,Drones,Electronic Warfare Drones,,,
Valkyrie SW-600 Blueprint,23730,Stasis Webifying Drone Blueprint,300,1500000,1,600,1,Valkyrie SW-600,23729,Drones,Electronic Warfare Drones,,,
Warrior SW-300 Blueprint,23732,Stasis Webifying Drone Blueprint,600,400000,1,300,1,Warrior SW-300,23731,Drones,Electronic Warfare Drones,,,
Heavy Armor Maintenance Bot I Blueprint,23524,Logistic Drone Blueprint,200,10000000,1,900,1,Heavy Armor Maintenance Bot I,23523,Drones,Logistic Drones,,,
Medium Armor Maintenance Bot I Blueprint,23710,Logistic Drone Blueprint,300,2500000,1,600,1,Medium Armor Maintenance Bot I,23709,Drones,Logistic Drones,,,
Light Armor Maintenance Bot I Blueprint,23712,Logistic Drone Blueprint,600,500000,1,300,1,Light Armor Maintenance Bot I,23711,Drones,Logistic Drones,,,
Medium Shield Maintenance Bot I Blueprint,23718,Logistic Drone Blueprint,300,2500000,1,600,1,Medium Shield Maintenance Bot I,23717,Drones,Logistic Drones,,,
Light Shield Maintenance Bot I Blueprint,23720,Logistic Drone Blueprint,600,500000,1,300,1,Light Shield Maintenance Bot I,23719,Drones,Logistic Drones,,,
Heavy Shield Maintenance Bot I Blueprint,22766,Logistic Drone Blueprint,200,10000000,1,900,1,Heavy Shield Maintenance Bot I,22765,Drones,Logistic Drones,,,
Heavy Hull Maintenance Bot I Blueprint,33672,Logistic Drone Blueprint,200,10000000,1,900,1,Heavy Hull Maintenance Bot I,33671,Drones,Logistic Drones,,,
Medium Hull Maintenance Bot I Blueprint,33705,Logistic Drone Blueprint,300,2500000,1,600,1,Medium Hull Maintenance Bot I,33704,Drones,Logistic Drones,,,
Light Hull Maintenance Bot I Blueprint,33707,Logistic Drone Blueprint,600,500000,1,300,1,Light Hull Maintenance Bot I,33706,Drones,Logistic Drones,,,
Heavy Hull Maintenance Bot II Blueprint,33709,Logistic Drone Blueprint,10,10000000,1,4500,1,Heavy Hull Maintenance Bot II,33708,Drones,Logistic Drones,,,
Medium Hull Maintenance Bot II Blueprint,33711,Logistic Drone Blueprint,10,2500000,1,3000,1,Medium Hull Maintenance Bot II,33710,Drones,Logistic Drones,,,
Light Hull Maintenance Bot II Blueprint,33713,Logistic Drone Blueprint,10,500000,1,1500,1,Light Hull Maintenance Bot II,33712,Drones,Logistic Drones,,,
Heavy Armor Maintenance Bot II Blueprint,28198,Logistic Drone Blueprint,10,20000000000,1,4500,1,Heavy Armor Maintenance Bot II,28197,Drones,Logistic Drones,,,
Heavy Shield Maintenance Bot II Blueprint,28200,Logistic Drone Blueprint,10,10000000,1,4500,1,Heavy Shield Maintenance Bot II,28199,Drones,Logistic Drones,,,
Light Armor Maintenance Bot II Blueprint,28202,Logistic Drone Blueprint,10,500000,1,1500,1,Light Armor Maintenance Bot II,28201,Drones,Logistic Drones,,,
Light Shield Maintenance Bot II Blueprint,28204,Logistic Drone Blueprint,10,500000,1,1500,1,Light Shield Maintenance Bot II,28203,Drones,Logistic Drones,,,
Medium Armor Maintenance Bot II Blueprint,28206,Logistic Drone Blueprint,10,2500000,1,3000,1,Medium Armor Maintenance Bot II,28205,Drones,Logistic Drones,,,
Medium Shield Maintenance Bot II Blueprint,28208,Logistic Drone Blueprint,10,2500000,1,3000,1,Medium Shield Maintenance Bot II,28207,Drones,Logistic Drones,,,
Mining Drone I Blueprint,10247,Mining Drone Blueprint,600,19986000,1,300,1,Mining Drone I,10246,Drones,Mining Drones,,,
Mining Drone II Blueprint,10251,Mining Drone Blueprint,10,20000000000,1,1500,1,Mining Drone II,10250,Drones,Mining Drones,,,
Civilian Mining Drone Blueprint,1218,Mining Drone Blueprint,600,1498600,1,300,1,Civilian Mining Drone,1202,Drones,Mining Drones,,,
Ice Harvesting Drone I Blueprint,43911,Mining Drone Blueprint,600,30000000,1,1500,1,Ice Harvesting Drone I,43699,Drones,Mining Drones,,,
Ice Harvesting Drone II Blueprint,43912,Mining Drone Blueprint,10,30000000,1,7500,1,Ice Harvesting Drone II,43700,Drones,Mining Drones,,,
Augmented' Ice Harvesting Drone Blueprint,43913,Mining Drone Blueprint,10,9999999,1,7500,1,Augmented' Ice Harvesting Drone,43701,Drones,Mining Drones,,,
Augmented' Mining Drone Blueprint,43914,Mining Drone Blueprint,10,9999999,1,1500,1,Augmented' Mining Drone,43694,Drones,Mining Drones,,,
Excavator' Mining Drone Blueprint,43915,Mining Drone Blueprint,5,200000000,1,9000,1,Excavator' Mining Drone,41030,Drones,Mining Drones,,,
Excavator' Ice Harvesting Drone Blueprint,43916,Mining Drone Blueprint,5,200000000,1,9000,1,Excavator' Ice Harvesting Drone,43681,Drones,Mining Drones,,,
Harvester Mining Drone Blueprint,43934,Mining Drone Blueprint,600,200000000,1,300,1,Harvester Mining Drone,3218,Drones,Mining Drones,,,
Salvage Drone II Blueprint,55762,Salvage Drone Blueprint,10,20000000000,1,1500,1,Salvage Drone II,55760,Drones,Salvage Drones,,,
Dunk' Salvage Drone Blueprint,55763,Salvage Drone Blueprint,600,29986000,1,300,1,Dunk' Salvage Drone,55761,Drones,Salvage Drones,,,
Salvage Drone I Blueprint,32982,Salvage Drone Blueprint,600,29986000,1,300,1,Salvage Drone I,32787,Drones,Salvage Drones,,,
Customs Office Gantry Blueprint,3963,Starbase Blueprint,3,25000001,1,60000,1,Customs Office Gantry,3962,Planetary Infrastructure,Orbital Infrastructure,,,
Drone Damage Amplifier I Blueprint,4394,Drone Damage Module Blueprint,200,499200,1,900,1,Drone Damage Amplifier I,4393,Ship Equipment,Drone Upgrades,,,
Drone Damage Amplifier II Blueprint,4406,Drone Damage Module Blueprint,10,NULL,1,2340,1,Drone Damage Amplifier II,4405,Ship Equipment,Drone Upgrades,,,
Drone Link Augmentor I Blueprint,23528,Drone Upgrade Blueprint,60,2130000,1,2700,1,Drone Link Augmentor I,23527,Ship Equipment,Drone Upgrades,,,
Omnidirectional Tracking Link I Blueprint,23534,Drone Upgrade Blueprint,100,99000,1,1800,1,Omnidirectional Tracking Link I,23533,Ship Equipment,Drone Upgrades,,,
Fighter Support Unit I Blueprint,24284,Drone Upgrade Blueprint,5,55000000,1,36000,1,Fighter Support Unit I,24283,Ship Equipment,Drone Upgrades,,,
Drone Navigation Computer I Blueprint,24396,Drone Upgrade Blueprint,100,1400000,1,1800,1,Drone Navigation Computer I,24395,Ship Equipment,Drone Upgrades,,,
Drone Navigation Computer II Blueprint,24418,Drone Upgrade Blueprint,10,NULL,1,4680,1,Drone Navigation Computer II,24417,Ship Equipment,Drone Upgrades,,,
Drone Link Augmentor II Blueprint,24428,Drone Upgrade Blueprint,10,NULL,1,7020,1,Drone Link Augmentor II,24427,Ship Equipment,Drone Upgrades,,,
Omnidirectional Tracking Link II Blueprint,24439,Drone Upgrade Blueprint,10,NULL,1,4680,1,Omnidirectional Tracking Link II,24438,Ship Equipment,Drone Upgrades,,,
Omnidirectional Tracking Enhancer I Blueprint,33823,Drone Upgrade Blueprint,200,144000,1,900,1,Omnidirectional Tracking Enhancer I,33822,Ship Equipment,Drone Upgrades,,,
Omnidirectional Tracking Enhancer II Blueprint,33825,Drone Upgrade Blueprint,10,144000,1,2340,1,Omnidirectional Tracking Enhancer II,33824,Ship Equipment,Drone Upgrades,,,
Hermes Compact Fighter Support Unit Blueprint,41413,Drone Upgrade Blueprint,5,55000000,1,36000,1,Hermes Compact Fighter Support Unit,41414,Ship Equipment,Drone Upgrades,,,
Fighter Support Unit II Blueprint,41416,Drone Upgrade Blueprint,5,NULL,1,36000,1,Fighter Support Unit II,41415,Ship Equipment,Drone Upgrades,,,
Sentient Fighter Support Unit Blueprint,41418,Drone Upgrade Blueprint,5,55000000,1,36000,1,Sentient Fighter Support Unit,41417,Ship Equipment,Drone Upgrades,,,
Deactivated Station Key Pass Blueprint,33067,Special Edition Commodity Blueprints,600,NULL,1,300,1,Deactivated Station Key Pass,33017,Special Edition Assets,Special Edition Commodities,,,
Mobile Sanguine Harvester Blueprint,56702,Mobile Tractor Unit Blueprint,30,30000000,1,6000,1,Mobile Sanguine Harvester,56701,Special Edition Assets,Special Edition Deployable Structures,,,
Raitaru Blueprint,36971,Structure Blueprints,2,4000000000,1,400000,1,Raitaru,35825,Structures,Engineering Complexes,,,
Azbel Blueprint,36972,Structure Blueprints,1,25000000000,1,1122000,1,Azbel,35826,Structures,Engineering Complexes,,,
Sotiyo Blueprint,36973,Structure Blueprints,1,100000000000,1,2300000,1,Sotiyo,35827,Structures,Engineering Complexes,,,
Pharolux Cyno Beacon Blueprint,36960,Structure Blueprints,2,6000000000,1,750000,1,Pharolux Cyno Beacon,35840,Structures,Navigation Structures,,,
Ansiblex Jump Gate Blueprint,36961,Structure Blueprints,2,12000000000,1,900000,1,Ansiblex Jump Gate,35841,Structures,Navigation Structures,,,
Tenebrex Cyno Jammer Blueprint,37538,Structure Blueprints,2,12000000000,1,900000,1,Tenebrex Cyno Jammer,37534,Structures,Navigation Structures,,,
Athanor Blueprint,36977,Structure Blueprints,2,5500000000,1,600000,1,Athanor,35835,Structures,Refineries,,,
Tatara Blueprint,36978,Structure Blueprints,1,40000000000,1,1300000,1,Tatara,35836,Structures,Refineries,,,
Coalesced Element Blueprint,36949,Unknown Blueprint,1,200000000,1,3600,1,Coalesced Element,36902,Trade Goods,Unknown Components,,,
Armor Energizing Charge Blueprint,42874,Command Burst Charge Blueprint,200,10000000,1,5000,500,Armor Energizing Charge,42832,Ammunition & Charges,Command Burst Charges,Armor Command Burst Charges,,
Armor Reinforcement Charge Blueprint,42875,Command Burst Charge Blueprint,200,10000000,1,5000,500,Armor Reinforcement Charge,42834,Ammunition & Charges,Command Burst Charges,Armor Command Burst Charges,,
Rapid Repair Charge Blueprint,42876,Command Burst Charge Blueprint,200,10000000,1,5000,500,Rapid Repair Charge,42833,Ammunition & Charges,Command Burst Charges,Armor Command Burst Charges,,
Electronic Hardening Charge Blueprint,42877,Command Burst Charge Blueprint,200,10000000,1,5000,500,Electronic Hardening Charge,42837,Ammunition & Charges,Command Burst Charges,Information Command Burst Charges,,
Electronic Superiority Charge Blueprint,42878,Command Burst Charge Blueprint,200,10000000,1,5000,500,Electronic Superiority Charge,42836,Ammunition & Charges,Command Burst Charges,Information Command Burst Charges,,
Sensor Optimization Charge Blueprint,42879,Command Burst Charge Blueprint,200,10000000,1,5000,500,Sensor Optimization Charge,42835,Ammunition & Charges,Command Burst Charges,Information Command Burst Charges,,
Mining Equipment Preservation Charge Blueprint,42880,Command Burst Charge Blueprint,200,10000000,1,5000,500,Mining Equipment Preservation Charge,42831,Ammunition & Charges,Command Burst Charges,Mining Foreman Burst Charges,,
Mining Laser Field Enhancement Charge Blueprint,42881,Command Burst Charge Blueprint,200,10000000,1,5000,500,Mining Laser Field Enhancement Charge,42829,Ammunition & Charges,Command Burst Charges,Mining Foreman Burst Charges,,
Mining Laser Optimization Charge Blueprint,42882,Command Burst Charge Blueprint,200,10000000,1,5000,500,Mining Laser Optimization Charge,42830,Ammunition & Charges,Command Burst Charges,Mining Foreman Burst Charges,,
