typeName,typeID,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
"Cap Booster 400 Blueprint",11288,"Capacitor Booster Charge Blueprint",200,3750000.0000,1,900,10,"Cap Booster 400",NULL,NULL,NULL,"Ammunition & Charges","Cap Booster Charges"
"Cap Booster 800 Blueprint",11290,"Capacitor Booster Charge Blueprint",200,5000000.0000,1,900,10,"Cap Booster 800",NULL,NULL,NULL,"Ammunition & Charges","Cap Booster Charges"
"Cap Booster 25 Blueprint",1178,"Capacitor Booster Charge Blueprint",600,100000.0000,1,300,10,"Cap Booster 25",NULL,NULL,NULL,"Ammunition & Charges","Cap Booster Charges"
"Cap Booster 50 Blueprint",1179,"Capacitor Booster Charge Blueprint",600,250000.0000,1,300,10,"Cap Booster 50",NULL,NULL,NULL,"Ammunition & Charges","Cap Booster Charges"
"Arkonor Mining Crystal I Blueprint",18037,"Mining Crystal Blueprint",600,800000.0000,1,300,1,"Arkonor Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Bistot Mining Crystal I Blueprint",18039,"Mining Crystal Blueprint",600,750000.0000,1,300,1,"Bistot Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Crokite Mining Crystal I Blueprint",18041,"Mining Crystal Blueprint",600,700000.0000,1,300,1,"Crokite Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Dark Ochre Mining Crystal I Blueprint",18043,"Mining Crystal Blueprint",600,600000.0000,1,300,1,"Dark Ochre Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Gneiss Mining Crystal I Blueprint",18045,"Mining Crystal Blueprint",600,550000.0000,1,300,1,"Gneiss Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Hedbergite Mining Crystal I Blueprint",18047,"Mining Crystal Blueprint",600,500000.0000,1,300,1,"Hedbergite Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Hemorphite Mining Crystal I Blueprint",18049,"Mining Crystal Blueprint",600,450000.0000,1,300,1,"Hemorphite Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Jaspet Mining Crystal I Blueprint",18051,"Mining Crystal Blueprint",600,400000.0000,1,300,1,"Jaspet Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Kernite Mining Crystal I Blueprint",18053,"Mining Crystal Blueprint",600,350000.0000,1,300,1,"Kernite Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Mercoxit Mining Crystal I Blueprint",18055,"Mining Crystal Blueprint",600,1000000.0000,1,300,1,"Mercoxit Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Omber Mining Crystal I Blueprint",18057,"Mining Crystal Blueprint",600,300000.0000,1,300,1,"Omber Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Plagioclase Mining Crystal I Blueprint",18059,"Mining Crystal Blueprint",600,250000.0000,1,300,1,"Plagioclase Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Pyroxeres Mining Crystal I Blueprint",18061,"Mining Crystal Blueprint",600,200000.0000,1,300,1,"Pyroxeres Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Scordite Mining Crystal I Blueprint",18063,"Mining Crystal Blueprint",600,150000.0000,1,300,1,"Scordite Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Spodumain Mining Crystal I Blueprint",18065,"Mining Crystal Blueprint",600,650000.0000,1,300,1,"Spodumain Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Veldspar Mining Crystal I Blueprint",18067,"Mining Crystal Blueprint",600,100000.0000,1,300,1,"Veldspar Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Arkonor Mining Crystal II Blueprint",18591,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Arkonor Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Bistot Mining Crystal II Blueprint",18593,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Bistot Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Crokite Mining Crystal II Blueprint",18595,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Crokite Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Dark Ochre Mining Crystal II Blueprint",18597,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Dark Ochre Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Gneiss Mining Crystal II Blueprint",18599,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Gneiss Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Hedbergite Mining Crystal II Blueprint",18601,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Hedbergite Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Hemorphite Mining Crystal II Blueprint",18603,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Hemorphite Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Jaspet Mining Crystal II Blueprint",18605,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Jaspet Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Kernite Mining Crystal II Blueprint",18607,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Kernite Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Mercoxit Mining Crystal II Blueprint",18609,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Mercoxit Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Omber Mining Crystal II Blueprint",18611,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Omber Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Plagioclase Mining Crystal II Blueprint",18613,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Plagioclase Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Pyroxeres Mining Crystal II Blueprint",18615,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Pyroxeres Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Scordite Mining Crystal II Blueprint",18617,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Scordite Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Veldspar Mining Crystal II Blueprint",18619,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Veldspar Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Spodumain Mining Crystal II Blueprint",18625,"Mining Crystal Blueprint",10,10000000000.0000,1,480,1,"Spodumain Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Ubiquitous Moon Ore Mining Crystal I Blueprint",46350,"Mining Crystal Blueprint",600,10000000.0000,1,300,1,"Ubiquitous Moon Ore Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Ubiquitous Moon Ore Mining Crystal II Blueprint",46351,"Mining Crystal Blueprint",10,NULL,1,480,1,"Ubiquitous Moon Ore Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Common Moon Ore Mining Crystal I Blueprint",46352,"Mining Crystal Blueprint",600,10000000.0000,1,300,1,"Common Moon Ore Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Common Moon Ore Mining Crystal II Blueprint",46353,"Mining Crystal Blueprint",10,NULL,1,480,1,"Common Moon Ore Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Uncommon Moon Ore Mining Crystal I Blueprint",46357,"Mining Crystal Blueprint",600,10000000.0000,1,300,1,"Uncommon Moon Ore Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Uncommon Moon Ore Mining Crystal II Blueprint",46358,"Mining Crystal Blueprint",10,NULL,1,480,1,"Uncommon Moon Ore Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Rare Moon Ore Mining Crystal I Blueprint",46359,"Mining Crystal Blueprint",600,10000000.0000,1,300,1,"Rare Moon Ore Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Rare Moon Ore Mining Crystal II Blueprint",46360,"Mining Crystal Blueprint",10,NULL,1,480,1,"Rare Moon Ore Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Exceptional Moon Ore Mining Crystal I Blueprint",46361,"Mining Crystal Blueprint",600,10000000.0000,1,300,1,"Exceptional Moon Ore Mining Crystal I",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Exceptional Moon Ore Mining Crystal II Blueprint",46362,"Mining Crystal Blueprint",10,NULL,1,480,1,"Exceptional Moon Ore Mining Crystal II",NULL,NULL,NULL,"Ammunition & Charges","Mining Crystals"
"Nanite Repair Paste Blueprint",2739,"Script Blueprint",600,50000000.0000,1,300,10,"Nanite Repair Paste",NULL,NULL,NULL,"Ammunition & Charges","Nanite Repair Paste"
"Focused Warp Scrambling Script Blueprint",45011,"Script Blueprint",600,50000000.0000,1,300,1,"Focused Warp Scrambling Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Standup Focused Warp Scrambling Script Blueprint",47337,"Script Blueprint",300,50000000.0000,1,600,1,"Standup Focused Warp Scrambling Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"ECCM Script Blueprint",41230,"Script Blueprint",600,1500000.0000,1,300,1,"ECCM Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Armor EM Resistance Script Blueprint",41590,"Script Blueprint",600,5000000.0000,1,300,1,"Armor EM Resistance Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Armor Thermal Resistance Script Blueprint",41591,"Script Blueprint",600,5000000.0000,1,300,1,"Armor Thermal Resistance Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Armor Kinetic Resistance Script Blueprint",41592,"Script Blueprint",600,5000000.0000,1,300,1,"Armor Kinetic Resistance Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Armor Explosive Resistance Script Blueprint",41593,"Script Blueprint",600,5000000.0000,1,300,1,"Armor Explosive Resistance Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Shield EM Resistance Script Blueprint",41594,"Script Blueprint",600,5000000.0000,1,300,1,"Shield EM Resistance Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Shield Thermal Resistance Script Blueprint",41595,"Script Blueprint",600,5000000.0000,1,300,1,"Shield Thermal Resistance Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Shield Kinetic Resistance Script Blueprint",41596,"Script Blueprint",600,5000000.0000,1,300,1,"Shield Kinetic Resistance Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Shield Explosive Resistance Script Blueprint",41597,"Script Blueprint",600,5000000.0000,1,300,1,"Shield Explosive Resistance Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Optimal Range Script Blueprint",29000,"Script Blueprint",600,1500000.0000,1,300,1,"Optimal Range Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Tracking Speed Script Blueprint",29002,"Script Blueprint",600,1500000.0000,1,300,1,"Tracking Speed Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Focused Warp Disruption Script Blueprint",29004,"Script Blueprint",600,50000000.0000,1,300,1,"Focused Warp Disruption Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Optimal Range Disruption Script Blueprint",29006,"Script Blueprint",600,1500000.0000,1,300,1,"Optimal Range Disruption Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Tracking Speed Disruption Script Blueprint",29008,"Script Blueprint",600,1500000.0000,1,300,1,"Tracking Speed Disruption Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Targeting Range Script Blueprint",29010,"Script Blueprint",600,1500000.0000,1,300,1,"Targeting Range Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Scan Resolution Script Blueprint",29012,"Script Blueprint",600,1500000.0000,1,300,1,"Scan Resolution Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Scan Resolution Dampening Script Blueprint",29014,"Script Blueprint",600,1500000.0000,1,300,1,"Scan Resolution Dampening Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Targeting Range Dampening Script Blueprint",29016,"Script Blueprint",600,1500000.0000,1,300,1,"Targeting Range Dampening Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Missile Range Script Blueprint",35796,"Script Blueprint",600,1500000.0000,1,300,1,"Missile Range Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Missile Precision Script Blueprint",35797,"Script Blueprint",600,1500000.0000,1,300,1,"Missile Precision Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Standup Gravimetric ECM Script Blueprint",37833,"Script Blueprint",600,1300000.0000,1,300,1,"Standup Gravimetric ECM Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Standup Ladar ECM Script Blueprint",37834,"Script Blueprint",600,1300000.0000,1,300,1,"Standup Ladar ECM Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Standup Magnetometric ECM Script Blueprint",37835,"Script Blueprint",600,1300000.0000,1,300,1,"Standup Magnetometric ECM Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Standup Radar ECM Script Blueprint",37836,"Script Blueprint",600,1300000.0000,1,300,1,"Standup Radar ECM Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Missile Range Disruption Script Blueprint",40336,"Script Blueprint",600,1500000.0000,1,300,1,"Missile Range Disruption Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Missile Precision Disruption Script Blueprint",40337,"Script Blueprint",600,1500000.0000,1,300,1,"Missile Precision Disruption Script",NULL,NULL,NULL,"Ammunition & Charges",Scripts
"Standup Heavy Guided Bomb Blueprint",37858,"Missile Blueprint",100,20000000.0000,1,1500,1,"Standup Heavy Guided Bomb",NULL,NULL,NULL,"Ammunition & Charges","Structure Guided Bombs"
"Standup Light Guided Bomb Blueprint",37859,"Missile Blueprint",100,20000000.0000,1,1500,1,"Standup Light Guided Bomb",NULL,NULL,NULL,"Ammunition & Charges","Structure Guided Bombs"
"Praetor EV-900 Blueprint",22573,"Energy Neutralizer Drone Blueprint",200,6000000.0000,1,900,1,"Praetor EV-900",NULL,NULL,NULL,Drones,"Combat Utility Drones"
"Acolyte EV-300 Blueprint",23660,"Energy Neutralizer Drone Blueprint",600,200000.0000,1,300,1,"Acolyte EV-300",NULL,NULL,NULL,Drones,"Combat Utility Drones"
"Infiltrator EV-600 Blueprint",23703,"Energy Neutralizer Drone Blueprint",300,1700000.0000,1,600,1,"Infiltrator EV-600",NULL,NULL,NULL,Drones,"Combat Utility Drones"
"Wasp EC-900 Blueprint",23474,"Electronic Warfare Drone Blueprint",200,5000000.0000,1,900,1,"Wasp EC-900",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Ogre SD-900 Blueprint",23507,"Electronic Warfare Drone Blueprint",200,7000000.0000,1,900,1,"Ogre SD-900",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Praetor TD-900 Blueprint",23511,"Electronic Warfare Drone Blueprint",200,6000000.0000,1,900,1,"Praetor TD-900",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Berserker TP-900 Blueprint",23513,"Electronic Warfare Drone Blueprint",200,4000000.0000,1,900,1,"Berserker TP-900",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Berserker SW-900 Blueprint",23537,"Stasis Webifying Drone Blueprint",200,4000000.0000,1,900,1,"Berserker SW-900",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Vespa EC-600 Blueprint",23706,"Electronic Warfare Drone Blueprint",300,1600000.0000,1,600,1,"Vespa EC-600",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Hornet EC-300 Blueprint",23708,"Electronic Warfare Drone Blueprint",600,300000.0000,1,300,1,"Hornet EC-300",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Hammerhead SD-600 Blueprint",23714,"Electronic Warfare Drone Blueprint",300,1800000.0000,1,600,1,"Hammerhead SD-600",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Hobgoblin SD-300 Blueprint",23716,"Electronic Warfare Drone Blueprint",600,250000.0000,1,300,1,"Hobgoblin SD-300",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Valkyrie TP-600 Blueprint",23722,"Electronic Warfare Drone Blueprint",300,1500000.0000,1,600,1,"Valkyrie TP-600",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Warrior TP-300 Blueprint",23724,"Electronic Warfare Drone Blueprint",600,400000.0000,1,300,1,"Warrior TP-300",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Infiltrator TD-600 Blueprint",23726,"Electronic Warfare Drone Blueprint",300,1700000.0000,1,600,1,"Infiltrator TD-600",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Acolyte TD-300 Blueprint",23728,"Electronic Warfare Drone Blueprint",600,200000.0000,1,300,1,"Acolyte TD-300",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Valkyrie SW-600 Blueprint",23730,"Stasis Webifying Drone Blueprint",300,1500000.0000,1,600,1,"Valkyrie SW-600",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Warrior SW-300 Blueprint",23732,"Stasis Webifying Drone Blueprint",600,400000.0000,1,300,1,"Warrior SW-300",NULL,NULL,NULL,Drones,"Electronic Warfare Drones"
"Heavy Armor Maintenance Bot I Blueprint",23524,"Logistic Drone Blueprint",200,10000000.0000,1,900,1,"Heavy Armor Maintenance Bot I",NULL,NULL,NULL,Drones,"Logistic Drones"
"Medium Armor Maintenance Bot I Blueprint",23710,"Logistic Drone Blueprint",300,2500000.0000,1,600,1,"Medium Armor Maintenance Bot I",NULL,NULL,NULL,Drones,"Logistic Drones"
"Light Armor Maintenance Bot I Blueprint",23712,"Logistic Drone Blueprint",600,500000.0000,1,300,1,"Light Armor Maintenance Bot I",NULL,NULL,NULL,Drones,"Logistic Drones"
"Medium Shield Maintenance Bot I Blueprint",23718,"Logistic Drone Blueprint",300,2500000.0000,1,600,1,"Medium Shield Maintenance Bot I",NULL,NULL,NULL,Drones,"Logistic Drones"
"Light Shield Maintenance Bot I Blueprint",23720,"Logistic Drone Blueprint",600,500000.0000,1,300,1,"Light Shield Maintenance Bot I",NULL,NULL,NULL,Drones,"Logistic Drones"
"Heavy Shield Maintenance Bot I Blueprint",22766,"Logistic Drone Blueprint",200,10000000.0000,1,900,1,"Heavy Shield Maintenance Bot I",NULL,NULL,NULL,Drones,"Logistic Drones"
"Heavy Hull Maintenance Bot I Blueprint",33672,"Logistic Drone Blueprint",200,10000000.0000,1,900,1,"Heavy Hull Maintenance Bot I",NULL,NULL,NULL,Drones,"Logistic Drones"
"Medium Hull Maintenance Bot I Blueprint",33705,"Logistic Drone Blueprint",300,2500000.0000,1,600,1,"Medium Hull Maintenance Bot I",NULL,NULL,NULL,Drones,"Logistic Drones"
"Light Hull Maintenance Bot I Blueprint",33707,"Logistic Drone Blueprint",600,500000.0000,1,300,1,"Light Hull Maintenance Bot I",NULL,NULL,NULL,Drones,"Logistic Drones"
"Heavy Hull Maintenance Bot II Blueprint",33709,"Logistic Drone Blueprint",10,10000000.0000,1,4500,1,"Heavy Hull Maintenance Bot II",NULL,NULL,NULL,Drones,"Logistic Drones"
"Medium Hull Maintenance Bot II Blueprint",33711,"Logistic Drone Blueprint",10,2500000.0000,1,3000,1,"Medium Hull Maintenance Bot II",NULL,NULL,NULL,Drones,"Logistic Drones"
"Light Hull Maintenance Bot II Blueprint",33713,"Logistic Drone Blueprint",10,500000.0000,1,1500,1,"Light Hull Maintenance Bot II",NULL,NULL,NULL,Drones,"Logistic Drones"
"Heavy Armor Maintenance Bot II Blueprint",28198,"Logistic Drone Blueprint",10,20000000000.0000,1,4500,1,"Heavy Armor Maintenance Bot II",NULL,NULL,NULL,Drones,"Logistic Drones"
"Heavy Shield Maintenance Bot II Blueprint",28200,"Logistic Drone Blueprint",10,10000000.0000,1,4500,1,"Heavy Shield Maintenance Bot II",NULL,NULL,NULL,Drones,"Logistic Drones"
"Light Armor Maintenance Bot II Blueprint",28202,"Logistic Drone Blueprint",10,500000.0000,1,1500,1,"Light Armor Maintenance Bot II",NULL,NULL,NULL,Drones,"Logistic Drones"
"Light Shield Maintenance Bot II Blueprint",28204,"Logistic Drone Blueprint",10,500000.0000,1,1500,1,"Light Shield Maintenance Bot II",NULL,NULL,NULL,Drones,"Logistic Drones"
"Medium Armor Maintenance Bot II Blueprint",28206,"Logistic Drone Blueprint",10,2500000.0000,1,3000,1,"Medium Armor Maintenance Bot II",NULL,NULL,NULL,Drones,"Logistic Drones"
"Medium Shield Maintenance Bot II Blueprint",28208,"Logistic Drone Blueprint",10,2500000.0000,1,3000,1,"Medium Shield Maintenance Bot II",NULL,NULL,NULL,Drones,"Logistic Drones"
"Mining Drone I Blueprint",10247,"Mining Drone Blueprint",600,19986000.0000,1,300,1,"Mining Drone I",NULL,NULL,NULL,Drones,"Mining Drones"
"Mining Drone II Blueprint",10251,"Mining Drone Blueprint",10,20000000000.0000,1,1500,1,"Mining Drone II",NULL,NULL,NULL,Drones,"Mining Drones"
"Civilian Mining Drone Blueprint",1218,"Mining Drone Blueprint",600,1498600.0000,1,300,1,"Civilian Mining Drone",NULL,NULL,NULL,Drones,"Mining Drones"
"Ice Harvesting Drone I Blueprint",43911,"Mining Drone Blueprint",600,30000000.0000,1,1500,1,"Ice Harvesting Drone I",NULL,NULL,NULL,Drones,"Mining Drones"
"Ice Harvesting Drone II Blueprint",43912,"Mining Drone Blueprint",10,30000000.0000,1,7500,1,"Ice Harvesting Drone II",NULL,NULL,NULL,Drones,"Mining Drones"
"'Augmented' Ice Harvesting Drone Blueprint",43913,"Mining Drone Blueprint",10,9999999.0000,1,7500,1,"'Augmented' Ice Harvesting Drone",NULL,NULL,NULL,Drones,"Mining Drones"
"'Augmented' Mining Drone Blueprint",43914,"Mining Drone Blueprint",10,9999999.0000,1,1500,1,"'Augmented' Mining Drone",NULL,NULL,NULL,Drones,"Mining Drones"
"'Excavator' Mining Drone Blueprint",43915,"Mining Drone Blueprint",5,200000000.0000,1,9000,1,"'Excavator' Mining Drone",NULL,NULL,NULL,Drones,"Mining Drones"
"'Excavator' Ice Harvesting Drone Blueprint",43916,"Mining Drone Blueprint",5,200000000.0000,1,9000,1,"'Excavator' Ice Harvesting Drone",NULL,NULL,NULL,Drones,"Mining Drones"
"Harvester Mining Drone Blueprint",43934,"Mining Drone Blueprint",600,200000000.0000,1,300,1,"Harvester Mining Drone",NULL,NULL,NULL,Drones,"Mining Drones"
"Salvage Drone II Blueprint",55762,"Salvage Drone Blueprint",10,20000000000.0000,1,1500,1,"Salvage Drone II",NULL,NULL,NULL,Drones,"Salvage Drones"
