typeName,meterialTypeName,materialQuantity
"Erebus Blueprint","Capital Turret Hardpoint",400
"Erebus Blueprint","Capital Sensor Cluster",200
"Erebus Blueprint","Capital Armor Plates",300
"Erebus Blueprint","Capital Capacitor Battery",400
"Erebus Blueprint","Capital Power Generator",300
"Erebus Blueprint","Capital Shield Emitter",150
"Erebus Blueprint","Capital Jump Drive",400
"Erebus Blueprint","Capital Computer System",100
"Erebus Blueprint","Capital Construction Parts",200
"Erebus Blueprint","Capital Jump Bridge Array",556
"Erebus Blueprint","Capital Clone Vat Bay",556
"Erebus Blueprint","Capital Doomsday Weapon Mount",556
"Erebus Blueprint","Capital Ship Maintenance Bay",556
"Erebus Blueprint","Capital Corporate Hangar Bay",556
"Erebus Blueprint","S-R Trigger Neurolink Conduit",500
"Erebus Blueprint","Magnetometric-FTL Interlink Communicator",500
"Erebus Blueprint","Auto-Integrity Preservation Seal",5000
"Erebus Blueprint","Life Support Backup Unit",2500
"Erebus Blueprint","Capital Core Temperature Regulator",40
"Erebus Blueprint","Enhanced Neurolink Protection Cell",1
"Small Shield Extender I Blueprint",Tritanium,916
"Small Shield Extender I Blueprint",Pyerite,64
"Small Shield Extender I Blueprint",Mexallon,29
"Small Shield Extender I Blueprint",Nocxium,4
"Small Shield Extender II Blueprint","Hydrogen Batteries",3
"Small Shield Extender II Blueprint",Morphite,1
"Small Shield Extender II Blueprint","Small Shield Extender I",1
"Small Shield Extender II Blueprint","Sustained Shield Emitter",3
"Small Shield Extender II Blueprint","R.A.M.- Shield Tech",1
"Shield Recharger I Blueprint",Tritanium,458
"Shield Recharger I Blueprint",Pyerite,610
"Shield Recharger I Blueprint",Mexallon,51
"Shield Recharger I Blueprint",Isogen,4
"Shield Recharger I Blueprint",Nocxium,3
"Shield Recharger II Blueprint",Morphite,1
"Shield Recharger II Blueprint","Shield Recharger I",1
"Shield Recharger II Blueprint",Superconductors,3
"Shield Recharger II Blueprint","R.A.M.- Shield Tech",1
"Shield Recharger II Blueprint","Hydrogen Batteries",1
"Small Shield Booster I Blueprint",Tritanium,1327
"Small Shield Booster I Blueprint",Pyerite,481
"Small Shield Booster I Blueprint",Mexallon,113
"Small Shield Booster II Blueprint",Morphite,1
"Small Shield Booster II Blueprint",Superconductors,1
"Small Shield Booster II Blueprint","Small Shield Booster I",1
"Small Shield Booster II Blueprint","Pulse Shield Emitter",3
"Small Shield Booster II Blueprint","R.A.M.- Shield Tech",1
"5MN Microwarpdrive I Blueprint",Tritanium,3967
"5MN Microwarpdrive I Blueprint",Pyerite,2131
"5MN Microwarpdrive I Blueprint",Mexallon,228
"5MN Microwarpdrive I Blueprint",Isogen,13
"5MN Microwarpdrive I Blueprint",Nocxium,2
"1MN Afterburner II Blueprint",Morphite,1
"1MN Afterburner II Blueprint","Plasma Thruster",3
"1MN Afterburner II Blueprint","Ion Thruster",15
"1MN Afterburner II Blueprint","R.A.M.- Armor/Hull Tech",1
"1MN Afterburner II Blueprint","1MN Afterburner I",1
"1MN Afterburner II Blueprint","Antimatter Reactor Unit",8
"1MN Afterburner I Blueprint",Tritanium,708
"1MN Afterburner I Blueprint",Pyerite,643
"1MN Afterburner I Blueprint",Mexallon,1
"1MN Afterburner I Blueprint",Nocxium,1
"5MN Microwarpdrive II Blueprint",Morphite,17
"5MN Microwarpdrive II Blueprint","Plasma Thruster",24
"5MN Microwarpdrive II Blueprint","Ion Thruster",15
"5MN Microwarpdrive II Blueprint","5MN Microwarpdrive I",1
"5MN Microwarpdrive II Blueprint","R.A.M.- Armor/Hull Tech",1
"5MN Microwarpdrive II Blueprint","Antimatter Reactor Unit",8
"Cargo Scanner I Blueprint",Tritanium,589
"Cargo Scanner I Blueprint",Pyerite,3
"Cargo Scanner I Blueprint",Mexallon,14
"Ship Scanner I Blueprint",Tritanium,551
"Ship Scanner I Blueprint",Mexallon,34
"Survey Scanner I Blueprint",Tritanium,1111
"Warp Scrambler I Blueprint",Tritanium,502
"Warp Scrambler I Blueprint",Pyerite,297
"Warp Scrambler I Blueprint",Mexallon,334
"Warp Scrambler I Blueprint",Isogen,197
"Warp Scrambler I Blueprint",Zydrine,4
"Warp Scrambler II Blueprint",Morphite,8
"Warp Scrambler II Blueprint","Gravimetric Sensor Cluster",3
"Warp Scrambler II Blueprint",Transmitter,8
"Warp Scrambler II Blueprint","Miniature Electronics",15
"Warp Scrambler II Blueprint","Quantum Microprocessor",9
"Warp Scrambler II Blueprint","R.A.M.- Electronics",1
"Warp Scrambler II Blueprint","Warp Scrambler I",1
"Gyrostabilizer II Blueprint","Gyrostabilizer I",1
"Gyrostabilizer II Blueprint","Mechanical Parts",8
"Gyrostabilizer II Blueprint",Morphite,8
"Gyrostabilizer II Blueprint","Nanomechanical Microprocessor",8
"Gyrostabilizer II Blueprint","Miniature Electronics",3
"Gyrostabilizer II Blueprint","R.A.M.- Electronics",1
"Gyrostabilizer I Blueprint",Tritanium,773
"Gyrostabilizer I Blueprint",Pyerite,491
"Gyrostabilizer I Blueprint",Mexallon,518
"Gyrostabilizer I Blueprint",Isogen,3
"Gyrostabilizer I Blueprint",Zydrine,4
"Small Armor Repairer I Blueprint",Megacyte,4
"Small Armor Repairer I Blueprint",Tritanium,858
"Small Armor Repairer I Blueprint",Pyerite,288
"Small Hull Repairer I Blueprint",Tritanium,470
"Small Hull Repairer I Blueprint",Pyerite,6827
"Stasis Webifier I Blueprint",Tritanium,862
"Stasis Webifier I Blueprint",Pyerite,792
"Stasis Webifier I Blueprint",Mexallon,529
"Stasis Webifier II Blueprint",Morphite,8
"Stasis Webifier II Blueprint","Nanomechanical Microprocessor",3
"Stasis Webifier II Blueprint","Stasis Webifier I",1
"Stasis Webifier II Blueprint",Transmitter,12
"Stasis Webifier II Blueprint","Miniature Electronics",8
"Stasis Webifier II Blueprint","R.A.M.- Electronics",1
"Small Remote Capacitor Transmitter I Blueprint",Megacyte,2
"Small Remote Capacitor Transmitter I Blueprint",Tritanium,7396
"Small Remote Capacitor Transmitter I Blueprint",Pyerite,967
"Small Remote Capacitor Transmitter I Blueprint",Nocxium,3
"Small Energy Nosferatu I Blueprint",Megacyte,2
"Small Energy Nosferatu I Blueprint",Tritanium,2093
"Small Energy Nosferatu I Blueprint",Pyerite,1532
"Small Energy Nosferatu I Blueprint",Mexallon,22
"Small Energy Nosferatu I Blueprint",Isogen,138
"Small Energy Neutralizer I Blueprint",Tritanium,520
"Small Energy Neutralizer I Blueprint",Pyerite,39
"Small Energy Neutralizer I Blueprint",Mexallon,198
"Small Energy Neutralizer I Blueprint",Isogen,96
"Small Energy Neutralizer I Blueprint",Zydrine,2
"Small Energy Neutralizer I Blueprint",Megacyte,2
"75mm Gatling Rail I Blueprint",Tritanium,231
"75mm Gatling Rail I Blueprint",Pyerite,220
"Light Electron Blaster I Blueprint",Tritanium,996
"Light Electron Blaster I Blueprint",Pyerite,300
"Light Electron Blaster I Blueprint",Zydrine,2
"Light Ion Blaster I Blueprint",Tritanium,1667
"Light Ion Blaster I Blueprint",Pyerite,144
"Light Ion Blaster I Blueprint",Mexallon,83
"Light Ion Blaster I Blueprint",Isogen,22
"Light Neutron Blaster I Blueprint",Tritanium,1596
"Light Neutron Blaster I Blueprint",Pyerite,690
"Light Neutron Blaster I Blueprint",Mexallon,144
"150mm Railgun I Blueprint",Tritanium,2729
"150mm Railgun I Blueprint",Pyerite,148
"150mm Railgun I Blueprint",Mexallon,171
"150mm Railgun I Blueprint",Zydrine,4
"Heavy Electron Blaster I Blueprint",Megacyte,2
"Heavy Electron Blaster I Blueprint",Tritanium,4453
"Heavy Electron Blaster I Blueprint",Pyerite,1287
"Heavy Electron Blaster I Blueprint",Mexallon,1199
"Dual 150mm Railgun I Blueprint",Tritanium,827
"Dual 150mm Railgun I Blueprint",Pyerite,598
"Dual 150mm Railgun I Blueprint",Mexallon,493
"Heavy Neutron Blaster I Blueprint",Tritanium,9089
"Heavy Neutron Blaster I Blueprint",Pyerite,2786
"Heavy Neutron Blaster I Blueprint",Mexallon,2827
"Heavy Neutron Blaster I Blueprint",Isogen,14
"Heavy Neutron Blaster I Blueprint",Nocxium,1
"Heavy Ion Blaster I Blueprint",Tritanium,4529
"Heavy Ion Blaster I Blueprint",Pyerite,1643
"Heavy Ion Blaster I Blueprint",Mexallon,2413
"Heavy Ion Blaster I Blueprint",Nocxium,1
"250mm Railgun I Blueprint",Tritanium,9133
"250mm Railgun I Blueprint",Pyerite,2981
"250mm Railgun I Blueprint",Mexallon,3599
"250mm Railgun I Blueprint",Isogen,2
"250mm Railgun I Blueprint",Nocxium,18
"Electron Blaster Cannon I Blueprint",Tritanium,45551
"Electron Blaster Cannon I Blueprint",Pyerite,12150
"Electron Blaster Cannon I Blueprint",Mexallon,6060
"Electron Blaster Cannon I Blueprint",Isogen,1596
"Electron Blaster Cannon I Blueprint",Nocxium,126
"Electron Blaster Cannon I Blueprint",Zydrine,16
"Dual 250mm Railgun I Blueprint",Megacyte,8
"Dual 250mm Railgun I Blueprint",Tritanium,13683
"Dual 250mm Railgun I Blueprint",Pyerite,4117
"Dual 250mm Railgun I Blueprint",Mexallon,3851
"Dual 250mm Railgun I Blueprint",Zydrine,2
"Neutron Blaster Cannon I Blueprint",Tritanium,91067
"Neutron Blaster Cannon I Blueprint",Pyerite,23527
"Neutron Blaster Cannon I Blueprint",Mexallon,8613
"Neutron Blaster Cannon I Blueprint",Isogen,2294
"Neutron Blaster Cannon I Blueprint",Nocxium,324
"Neutron Blaster Cannon I Blueprint",Zydrine,18
"Neutron Blaster Cannon I Blueprint",Megacyte,52
"425mm Railgun I Blueprint",Tritanium,113880
"425mm Railgun I Blueprint",Pyerite,29214
"425mm Railgun I Blueprint",Mexallon,9747
"425mm Railgun I Blueprint",Isogen,2650
"425mm Railgun I Blueprint",Nocxium,411
"425mm Railgun I Blueprint",Zydrine,42
"425mm Railgun I Blueprint",Megacyte,74
"Ion Blaster Cannon I Blueprint",Tritanium,68307
"Ion Blaster Cannon I Blueprint",Pyerite,17839
"Ion Blaster Cannon I Blueprint",Mexallon,7197
"Ion Blaster Cannon I Blueprint",Isogen,1951
"Ion Blaster Cannon I Blueprint",Nocxium,234
"Ion Blaster Cannon I Blueprint",Zydrine,12
"Ion Blaster Cannon I Blueprint",Megacyte,26
"Medium Capacitor Booster I Blueprint",Megacyte,2
"Medium Capacitor Booster I Blueprint",Tritanium,242
"Medium Capacitor Booster I Blueprint",Pyerite,148
"Medium Capacitor Booster I Blueprint",Mexallon,569
"Medium Capacitor Booster I Blueprint",Zydrine,2
"Multispectrum Shield Hardener I Blueprint",Tritanium,8071
"Multispectrum Shield Hardener I Blueprint",Pyerite,7488
"Multispectrum Shield Hardener I Blueprint",Mexallon,219
"Multispectrum Shield Hardener I Blueprint",Isogen,2
"Iron Charge S Blueprint",Tritanium,27
"Iron Charge S Blueprint",Pyerite,21
"Tungsten Charge S Blueprint",Tritanium,38
"Tungsten Charge S Blueprint",Pyerite,32
"Iridium Charge S Blueprint",Tritanium,58
"Iridium Charge S Blueprint",Pyerite,23
"Iridium Charge S Blueprint",Isogen,1
"Lead Charge S Blueprint",Tritanium,118
"Lead Charge S Blueprint",Mexallon,1
"Lead Charge S Blueprint",Isogen,2
"Thorium Charge S Blueprint",Tritanium,58
"Thorium Charge S Blueprint",Pyerite,64
"Thorium Charge S Blueprint",Mexallon,1
"Uranium Charge S Blueprint",Tritanium,69
"Uranium Charge S Blueprint",Pyerite,76
"Uranium Charge S Blueprint",Mexallon,1
"Plutonium Charge S Blueprint",Tritanium,164
"Plutonium Charge S Blueprint",Pyerite,17
"Plutonium Charge S Blueprint",Isogen,3
"Antimatter Charge S Blueprint",Tritanium,204
"Antimatter Charge S Blueprint",Pyerite,17
"Antimatter Charge S Blueprint",Nocxium,1
"Iron Charge M Blueprint",Tritanium,164
"Iron Charge M Blueprint",Pyerite,17
"Iron Charge M Blueprint",Isogen,3
"Tungsten Charge M Blueprint",Tritanium,224
"Tungsten Charge M Blueprint",Pyerite,3
"Tungsten Charge M Blueprint",Mexallon,23
"Iridium Charge M Blueprint",Tritanium,136
"Iridium Charge M Blueprint",Pyerite,166
"Iridium Charge M Blueprint",Mexallon,2
"Lead Charge M Blueprint",Tritanium,412
"Lead Charge M Blueprint",Pyerite,2
"Lead Charge M Blueprint",Mexallon,3
"Lead Charge M Blueprint",Isogen,3
"Lead Charge M Blueprint",Nocxium,1
"Thorium Charge M Blueprint",Tritanium,450
"Thorium Charge M Blueprint",Mexallon,32
"Thorium Charge M Blueprint",Nocxium,1
"Uranium Charge M Blueprint",Tritanium,257
"Uranium Charge M Blueprint",Pyerite,300
"Uranium Charge M Blueprint",Mexallon,4
"Plutonium Charge M Blueprint",Tritanium,526
"Plutonium Charge M Blueprint",Pyerite,133
"Plutonium Charge M Blueprint",Mexallon,2
"Plutonium Charge M Blueprint",Isogen,11
"Antimatter Charge M Blueprint",Tritanium,449
"Antimatter Charge M Blueprint",Pyerite,417
"Antimatter Charge M Blueprint",Mexallon,7
"Iron Charge L Blueprint",Tritanium,249
"Iron Charge L Blueprint",Pyerite,198
"Iron Charge L Blueprint",Isogen,1
"Tungsten Charge L Blueprint",Tritanium,520
"Tungsten Charge L Blueprint",Pyerite,100
"Tungsten Charge L Blueprint",Mexallon,2
"Tungsten Charge L Blueprint",Isogen,2
"Tungsten Charge L Blueprint",Nocxium,2
"Iridium Charge L Blueprint",Tritanium,511
"Iridium Charge L Blueprint",Pyerite,428
"Lead Charge L Blueprint",Tritanium,458
"Lead Charge L Blueprint",Pyerite,580
"Thorium Charge L Blueprint",Tritanium,1040
"Thorium Charge L Blueprint",Pyerite,156
"Thorium Charge L Blueprint",Mexallon,104
"Uranium Charge L Blueprint",Tritanium,1236
"Uranium Charge L Blueprint",Pyerite,223
"Uranium Charge L Blueprint",Mexallon,110
"Plutonium Charge L Blueprint",Tritanium,1529
"Plutonium Charge L Blueprint",Mexallon,89
"Plutonium Charge L Blueprint",Isogen,23
"Antimatter Charge L Blueprint",Tritanium,1778
"Antimatter Charge L Blueprint",Pyerite,127
"Antimatter Charge L Blueprint",Mexallon,89
"Antimatter Charge L Blueprint",Isogen,29
"Radio S Blueprint",Pyerite,8
"Radio S Blueprint",Isogen,3
"Radio S Blueprint",Nocxium,1
"Radio S Blueprint",Zydrine,1
"Microwave S Blueprint",Tritanium,4
"Microwave S Blueprint",Pyerite,1
"Microwave S Blueprint",Mexallon,2
"Microwave S Blueprint",Isogen,3
"Microwave S Blueprint",Nocxium,3
"Infrared S Blueprint",Tritanium,4
"Infrared S Blueprint",Mexallon,3
"Infrared S Blueprint",Isogen,8
"Standard S Blueprint",Tritanium,3
"Standard S Blueprint",Pyerite,1
"Standard S Blueprint",Mexallon,2
"Standard S Blueprint",Isogen,10
"Ultraviolet S Blueprint",Tritanium,2
"Ultraviolet S Blueprint",Pyerite,3
"Ultraviolet S Blueprint",Mexallon,2
"Ultraviolet S Blueprint",Isogen,12
"Xray S Blueprint",Tritanium,2
"Xray S Blueprint",Mexallon,11
"Xray S Blueprint",Isogen,1
"Xray S Blueprint",Zydrine,1
"Gamma S Blueprint",Tritanium,2
"Gamma S Blueprint",Pyerite,6
"Gamma S Blueprint",Mexallon,4
"Gamma S Blueprint",Isogen,2
"Gamma S Blueprint",Nocxium,2
"Gamma S Blueprint",Zydrine,1
"Multifrequency S Blueprint",Pyerite,4
"Multifrequency S Blueprint",Isogen,3
"Multifrequency S Blueprint",Nocxium,3
"Multifrequency S Blueprint",Zydrine,1
"Radio M Blueprint",Tritanium,27
"Radio M Blueprint",Mexallon,13
"Radio M Blueprint",Isogen,3
"Radio M Blueprint",Nocxium,19
"Radio M Blueprint",Zydrine,2
"Radio M Blueprint",Megacyte,2
"Microwave M Blueprint",Megacyte,2
"Microwave M Blueprint",Mexallon,59
"Microwave M Blueprint",Isogen,3
"Microwave M Blueprint",Nocxium,3
"Infrared M Blueprint",Megacyte,1
"Infrared M Blueprint",Pyerite,2
"Infrared M Blueprint",Mexallon,62
"Standard M Blueprint",Megacyte,1
"Standard M Blueprint",Pyerite,4
"Standard M Blueprint",Mexallon,33
"Standard M Blueprint",Isogen,27
"Ultraviolet M Blueprint",Megacyte,1
"Ultraviolet M Blueprint",Pyerite,8
"Ultraviolet M Blueprint",Mexallon,3
"Ultraviolet M Blueprint",Isogen,53
"Ultraviolet M Blueprint",Nocxium,1
"Xray M Blueprint",Megacyte,2
"Xray M Blueprint",Tritanium,40
"Xray M Blueprint",Mexallon,12
"Xray M Blueprint",Nocxium,18
"Gamma M Blueprint",Pyerite,3
"Gamma M Blueprint",Mexallon,46
"Gamma M Blueprint",Isogen,3
"Gamma M Blueprint",Nocxium,1
"Gamma M Blueprint",Zydrine,4
"Gamma M Blueprint",Megacyte,3
"Multifrequency M Blueprint",Megacyte,4
"Multifrequency M Blueprint",Tritanium,36
"Multifrequency M Blueprint",Mexallon,18
"Multifrequency M Blueprint",Nocxium,1
"Multifrequency M Blueprint",Zydrine,3
"Radio L Blueprint",Tritanium,13
"Radio L Blueprint",Pyerite,6
"Radio L Blueprint",Mexallon,6
"Radio L Blueprint",Isogen,47
"Radio L Blueprint",Nocxium,17
"Radio L Blueprint",Zydrine,9
"Radio L Blueprint",Megacyte,37
"Microwave L Blueprint",Megacyte,24
"Microwave L Blueprint",Mexallon,87
"Microwave L Blueprint",Isogen,3
"Microwave L Blueprint",Nocxium,1
"Microwave L Blueprint",Zydrine,9
"Infrared L Blueprint",Pyerite,9
"Infrared L Blueprint",Mexallon,110
"Infrared L Blueprint",Isogen,4
"Infrared L Blueprint",Nocxium,4
"Infrared L Blueprint",Zydrine,2
"Infrared L Blueprint",Megacyte,12
"Standard L Blueprint",Pyerite,57
"Standard L Blueprint",Mexallon,54
"Standard L Blueprint",Isogen,3
"Standard L Blueprint",Nocxium,3
"Standard L Blueprint",Zydrine,3
"Standard L Blueprint",Megacyte,16
"Ultraviolet L Blueprint",Megacyte,19
"Ultraviolet L Blueprint",Pyerite,104
"Ultraviolet L Blueprint",Isogen,2
"Ultraviolet L Blueprint",Nocxium,3
"Ultraviolet L Blueprint",Zydrine,4
"Xray L Blueprint",Pyerite,2
"Xray L Blueprint",Mexallon,67
"Xray L Blueprint",Isogen,20
"Xray L Blueprint",Nocxium,4
"Xray L Blueprint",Zydrine,17
"Xray L Blueprint",Megacyte,29
"Gamma L Blueprint",Pyerite,51
"Gamma L Blueprint",Mexallon,2
"Gamma L Blueprint",Isogen,3
"Gamma L Blueprint",Nocxium,20
"Gamma L Blueprint",Zydrine,7
"Gamma L Blueprint",Megacyte,44
"Multifrequency L Blueprint",Pyerite,36
"Multifrequency L Blueprint",Mexallon,4
"Multifrequency L Blueprint",Isogen,24
"Multifrequency L Blueprint",Nocxium,3
"Multifrequency L Blueprint",Zydrine,14
"Multifrequency L Blueprint",Megacyte,50
"Cap Booster 25 Blueprint",Tritanium,173
"Cap Booster 25 Blueprint",Pyerite,42
"Cap Booster 25 Blueprint",Mexallon,13
"Cap Booster 50 Blueprint",Tritanium,500
"Cap Booster 50 Blueprint",Pyerite,40
"Cap Booster 50 Blueprint",Mexallon,19
"Cap Booster 50 Blueprint",Isogen,7
"Small Armor Repairer II Blueprint",Morphite,1
"Small Armor Repairer II Blueprint","Small Armor Repairer I",1
"Small Armor Repairer II Blueprint","R.A.M.- Armor/Hull Tech",1
"Small Armor Repairer II Blueprint","Nanoelectrical Microprocessor",1
"Small Armor Repairer II Blueprint",Robotics,3
"Small Cap Battery I Blueprint",Tritanium,684
"Small Cap Battery I Blueprint",Pyerite,427
"Small Cap Battery I Blueprint",Mexallon,153
"Small Cap Battery I Blueprint",Isogen,2
"Small Cap Battery I Blueprint",Nocxium,2
"Small Remote Capacitor Transmitter II Blueprint",Morphite,5
"Small Remote Capacitor Transmitter II Blueprint","Tesseract Capacitor Unit",8
"Small Remote Capacitor Transmitter II Blueprint",Superconductors,15
"Small Remote Capacitor Transmitter II Blueprint","Small Remote Capacitor Transmitter I",1
"Small Remote Capacitor Transmitter II Blueprint","Nanoelectrical Microprocessor",5
"Small Remote Capacitor Transmitter II Blueprint","R.A.M.- Energy Tech",1
"Cap Recharger I Blueprint",Megacyte,2
"Cap Recharger I Blueprint",Tritanium,763
"Cap Recharger I Blueprint",Pyerite,321
"Cap Recharger I Blueprint",Mexallon,412
"EM Coating I Blueprint",Tritanium,666
"EM Coating I Blueprint",Pyerite,502
"EM Coating I Blueprint",Mexallon,1
"EM Coating I Blueprint",Isogen,1
"EM Coating II Blueprint",Morphite,1
"EM Coating II Blueprint","EM Coating I",1
"EM Coating II Blueprint","R.A.M.- Armor/Hull Tech",1
"EM Coating II Blueprint","Tungsten Carbide Armor Plate",1
"EM Coating II Blueprint","Titanium Diborite Armor Plate",1
"EM Coating II Blueprint","Crystalline Carbonide Armor Plate",3
"Auto Targeting System I Blueprint",Tritanium,596
"Auto Targeting System I Blueprint",Pyerite,16
"Auto Targeting System I Blueprint",Mexallon,3
"Auto Targeting System I Blueprint",Isogen,14
"Burst Jammer I Blueprint",Tritanium,538
"Burst Jammer I Blueprint",Pyerite,52
"Burst Jammer I Blueprint",Mexallon,298
"Burst Jammer I Blueprint",Isogen,9
"Burst Jammer I Blueprint",Nocxium,4
"Burst Jammer I Blueprint",Zydrine,4
"Burst Jammer I Blueprint",Megacyte,6
"Passive Targeter I Blueprint",Tritanium,13889
"Wasp I Blueprint",Tritanium,5947
"Wasp I Blueprint",Pyerite,729
"Wasp I Blueprint",Isogen,47
"Wasp I Blueprint",Nocxium,27
"Wasp I Blueprint",Zydrine,18
"Mjolnir Auto-Targeting Light Missile I Blueprint",Tritanium,150
"Mjolnir Auto-Targeting Light Missile I Blueprint",Pyerite,18
"Mjolnir Auto-Targeting Light Missile I Blueprint",Mexallon,12
"Civilian Mining Drone Blueprint",Megacyte,2
"Civilian Mining Drone Blueprint",Tritanium,56
"Civilian Mining Drone Blueprint",Isogen,2
"Civilian Mining Drone Blueprint",Nocxium,9
"Scourge Rocket Blueprint",Tritanium,31
"Scourge Rocket Blueprint",Pyerite,26
"Scourge Torpedo Blueprint",Megacyte,4
"Scourge Torpedo Blueprint",Tritanium,1876
"Scourge Torpedo Blueprint",Zydrine,12
"Overdrive Injector System II Blueprint",Morphite,1
"Overdrive Injector System II Blueprint","Mechanical Parts",3
"Overdrive Injector System II Blueprint","Plasma Thruster",5
"Overdrive Injector System II Blueprint","R.A.M.- Armor/Hull Tech",1
"Overdrive Injector System II Blueprint","Overdrive Injector System I",1
"Overdrive Injector System I Blueprint",Tritanium,234
"Overdrive Injector System I Blueprint",Pyerite,3413
"Capacitor Flux Coil I Blueprint",Tritanium,507
"Capacitor Flux Coil I Blueprint",Pyerite,51
"Capacitor Flux Coil I Blueprint",Mexallon,73
"Capacitor Flux Coil I Blueprint",Isogen,7
"Capacitor Flux Coil II Blueprint",Morphite,1
