typeName,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
Mystic S Blueprint,Advanced Exotic Plasma Charge Blueprint,10,10000000000,1,4800,5000,Mystic S,Ammunition & Charges,Exotic Plasma Charges,Advanced Exotic Plasma Charges,Small,
Baryon Exotic Plasma XL Blueprint,Exotic Plasma Charge Blueprint,200,30000000,1,1200,5000,Baryon Exotic Plasma XL,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Extra Large,
Tetryon Exotic Plasma XL Blueprint,Exotic Plasma Charge Blueprint,200,1000000,1,1200,5000,Tetryon Exotic Plasma XL,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Extra Large,
Meson Exotic Plasma XL Blueprint,Exotic Plasma Charge Blueprint,200,400000,1,1200,5000,Meson Exotic Plasma XL,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Extra Large,
Tetryon Exotic Plasma L Blueprint,Exotic Plasma Charge Blueprint,200,1000000,1,900,5000,Tetryon Exotic Plasma L,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Large,
Baryon Exotic Plasma L Blueprint,Exotic Plasma Charge Blueprint,200,175000,1,900,5000,Baryon Exotic Plasma L,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Large,
Meson Exotic Plasma L Blueprint,Exotic Plasma Charge Blueprint,200,400000,1,900,5000,Meson Exotic Plasma L,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Large,
Tetryon Exotic Plasma M Blueprint,Exotic Plasma Charge Blueprint,300,400000,1,600,5000,Tetryon Exotic Plasma M,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Medium,
Baryon Exotic Plasma M Blueprint,Exotic Plasma Charge Blueprint,300,175000,1,600,5000,Baryon Exotic Plasma M,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Medium,
Meson Exotic Plasma M Blueprint,Exotic Plasma Charge Blueprint,300,150000,1,600,5000,Meson Exotic Plasma M,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Medium,
Tetryon Exotic Plasma S Blueprint,Exotic Plasma Charge Blueprint,600,100000,1,300,5000,Tetryon Exotic Plasma S,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Small,
Baryon Exotic Plasma S Blueprint,Exotic Plasma Charge Blueprint,600,50000,1,300,5000,Baryon Exotic Plasma S,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Small,
Meson Exotic Plasma S Blueprint,Exotic Plasma Charge Blueprint,600,40000,1,300,5000,Meson Exotic Plasma S,Ammunition & Charges,Exotic Plasma Charges,Standard Exotic Plasma Charges,Small,
Gleam XL Blueprint,Advanced Frequency Crystal Blueprint,10,40000000,1,32000,4,Gleam XL,Ammunition & Charges,Frequency Crystals,Advanced Beam Laser Crystals,Extra Large,
Aurora XL Blueprint,Advanced Frequency Crystal Blueprint,10,30000000,1,32000,4,Aurora XL,Ammunition & Charges,Frequency Crystals,Advanced Beam Laser Crystals,Extra Large,
Aurora L Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,14400,4,Aurora L,Ammunition & Charges,Frequency Crystals,Advanced Beam Laser Crystals,Large,
Gleam L Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,14400,4,Gleam L,Ammunition & Charges,Frequency Crystals,Advanced Beam Laser Crystals,Large,
Aurora M Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,9600,4,Aurora M,Ammunition & Charges,Frequency Crystals,Advanced Beam Laser Crystals,Medium,
Gleam M Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,9600,4,Gleam M,Ammunition & Charges,Frequency Crystals,Advanced Beam Laser Crystals,Medium,
Gleam S Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,4800,4,Gleam S,Ammunition & Charges,Frequency Crystals,Advanced Beam Laser Crystals,Small,
Aurora S Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,4800,4,Aurora S,Ammunition & Charges,Frequency Crystals,Advanced Beam Laser Crystals,Small,
Scorch XL Blueprint,Advanced Frequency Crystal Blueprint,10,15000000,1,18000,4,Scorch XL,Ammunition & Charges,Frequency Crystals,Advanced Pulse Laser Crystals,Extra Large,
Conflagration XL Blueprint,Advanced Frequency Crystal Blueprint,10,25000000,1,18000,4,Conflagration XL,Ammunition & Charges,Frequency Crystals,Advanced Pulse Laser Crystals,Extra Large,
Conflagration L Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,14400,4,Conflagration L,Ammunition & Charges,Frequency Crystals,Advanced Pulse Laser Crystals,Large,
Scorch L Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,14400,4,Scorch L,Ammunition & Charges,Frequency Crystals,Advanced Pulse Laser Crystals,Large,
Conflagration M Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,9600,4,Conflagration M,Ammunition & Charges,Frequency Crystals,Advanced Pulse Laser Crystals,Medium,
Scorch M Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,9600,4,Scorch M,Ammunition & Charges,Frequency Crystals,Advanced Pulse Laser Crystals,Medium,
Scorch S Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,4800,4,Scorch S,Ammunition & Charges,Frequency Crystals,Advanced Pulse Laser Crystals,Small,
Conflagration S Blueprint,Advanced Frequency Crystal Blueprint,10,10000000000,1,4800,4,Conflagration S,Ammunition & Charges,Frequency Crystals,Advanced Pulse Laser Crystals,Small,
Gamma XL Blueprint,Frequency Crystal Blueprint,100,35000000,1,1200,1,Gamma XL,Ammunition & Charges,Frequency Crystals,Standard Crystals,Extra Large,
Infrared XL Blueprint,Frequency Crystal Blueprint,100,10000000,1,1200,1,Infrared XL,Ammunition & Charges,Frequency Crystals,Standard Crystals,Extra Large,
Microwave XL Blueprint,Frequency Crystal Blueprint,100,20000000,1,1200,1,Microwave XL,Ammunition & Charges,Frequency Crystals,Standard Crystals,Extra Large,
Multifrequency XL Blueprint,Frequency Crystal Blueprint,100,40000000,1,1200,1,Multifrequency XL,Ammunition & Charges,Frequency Crystals,Standard Crystals,Extra Large,
Radio XL Blueprint,Frequency Crystal Blueprint,100,30000000,1,1200,1,Radio XL,Ammunition & Charges,Frequency Crystals,Standard Crystals,Extra Large,
Standard XL Blueprint,Frequency Crystal Blueprint,100,12500000,1,1200,1,Standard XL,Ammunition & Charges,Frequency Crystals,Standard Crystals,Extra Large,
Ultraviolet XL Blueprint,Frequency Crystal Blueprint,100,15000000,1,1200,1,Ultraviolet XL,Ammunition & Charges,Frequency Crystals,Standard Crystals,Extra Large,
Xray XL Blueprint,Frequency Crystal Blueprint,100,25000000,1,1200,1,Xray XL,Ammunition & Charges,Frequency Crystals,Standard Crystals,Extra Large,
Radio L Blueprint,Frequency Crystal Blueprint,200,3000000,1,900,1,Radio L,Ammunition & Charges,Frequency Crystals,Standard Crystals,Large,
Microwave L Blueprint,Frequency Crystal Blueprint,200,2000000,1,900,1,Microwave L,Ammunition & Charges,Frequency Crystals,Standard Crystals,Large,
Infrared L Blueprint,Frequency Crystal Blueprint,200,1000000,1,900,1,Infrared L,Ammunition & Charges,Frequency Crystals,Standard Crystals,Large,
Standard L Blueprint,Frequency Crystal Blueprint,200,1250000,1,900,1,Standard L,Ammunition & Charges,Frequency Crystals,Standard Crystals,Large,
Ultraviolet L Blueprint,Frequency Crystal Blueprint,200,1500000,1,900,1,Ultraviolet L,Ammunition & Charges,Frequency Crystals,Standard Crystals,Large,
Xray L Blueprint,Frequency Crystal Blueprint,200,2500000,1,900,1,Xray L,Ammunition & Charges,Frequency Crystals,Standard Crystals,Large,
Gamma L Blueprint,Frequency Crystal Blueprint,200,3500000,1,900,1,Gamma L,Ammunition & Charges,Frequency Crystals,Standard Crystals,Large,
Multifrequency L Blueprint,Frequency Crystal Blueprint,200,4000000,1,900,1,Multifrequency L,Ammunition & Charges,Frequency Crystals,Standard Crystals,Large,
Radio M Blueprint,Frequency Crystal Blueprint,300,300000,1,600,1,Radio M,Ammunition & Charges,Frequency Crystals,Standard Crystals,Medium,
Microwave M Blueprint,Frequency Crystal Blueprint,300,200000,1,600,1,Microwave M,Ammunition & Charges,Frequency Crystals,Standard Crystals,Medium,
Infrared M Blueprint,Frequency Crystal Blueprint,300,100000,1,600,1,Infrared M,Ammunition & Charges,Frequency Crystals,Standard Crystals,Medium,
Standard M Blueprint,Frequency Crystal Blueprint,300,125000,1,600,1,Standard M,Ammunition & Charges,Frequency Crystals,Standard Crystals,Medium,
Ultraviolet M Blueprint,Frequency Crystal Blueprint,300,150000,1,600,1,Ultraviolet M,Ammunition & Charges,Frequency Crystals,Standard Crystals,Medium,
Xray M Blueprint,Frequency Crystal Blueprint,300,250000,1,600,1,Xray M,Ammunition & Charges,Frequency Crystals,Standard Crystals,Medium,
Gamma M Blueprint,Frequency Crystal Blueprint,300,350000,1,600,1,Gamma M,Ammunition & Charges,Frequency Crystals,Standard Crystals,Medium,
Multifrequency M Blueprint,Frequency Crystal Blueprint,300,400000,1,600,1,Multifrequency M,Ammunition & Charges,Frequency Crystals,Standard Crystals,Medium,
Radio S Blueprint,Frequency Crystal Blueprint,600,30000,1,300,1,Radio S,Ammunition & Charges,Frequency Crystals,Standard Crystals,Small,
Microwave S Blueprint,Frequency Crystal Blueprint,600,20000,1,300,1,Microwave S,Ammunition & Charges,Frequency Crystals,Standard Crystals,Small,
Infrared S Blueprint,Frequency Crystal Blueprint,600,10000,1,300,1,Infrared S,Ammunition & Charges,Frequency Crystals,Standard Crystals,Small,
Standard S Blueprint,Frequency Crystal Blueprint,600,12500,1,300,1,Standard S,Ammunition & Charges,Frequency Crystals,Standard Crystals,Small,
Ultraviolet S Blueprint,Frequency Crystal Blueprint,600,15000,1,300,1,Ultraviolet S,Ammunition & Charges,Frequency Crystals,Standard Crystals,Small,
Xray S Blueprint,Frequency Crystal Blueprint,600,25000,1,300,1,Xray S,Ammunition & Charges,Frequency Crystals,Standard Crystals,Small,
Gamma S Blueprint,Frequency Crystal Blueprint,600,35000,1,300,1,Gamma S,Ammunition & Charges,Frequency Crystals,Standard Crystals,Small,
Multifrequency S Blueprint,Frequency Crystal Blueprint,600,40000,1,300,1,Multifrequency S,Ammunition & Charges,Frequency Crystals,Standard Crystals,Small,
Void XL Blueprint,Advanced Hybrid Charge Blueprint,10,10000000,1,32000,5000,Void XL,Ammunition & Charges,Hybrid Charges,Advanced Blaster Charges,Extra Large,
Null XL Blueprint,Advanced Hybrid Charge Blueprint,10,6000000,1,32000,5000,Null XL,Ammunition & Charges,Hybrid Charges,Advanced Blaster Charges,Extra Large,
Null L Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,14400,5000,Null L,Ammunition & Charges,Hybrid Charges,Advanced Blaster Charges,Large,
Void L Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,14400,5000,Void L,Ammunition & Charges,Hybrid Charges,Advanced Blaster Charges,Large,
Null M Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,9600,5000,Null M,Ammunition & Charges,Hybrid Charges,Advanced Blaster Charges,Medium,
Void M Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,9600,5000,Void M,Ammunition & Charges,Hybrid Charges,Advanced Blaster Charges,Medium,
Void S Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,4800,5000,Void S,Ammunition & Charges,Hybrid Charges,Advanced Blaster Charges,Small,
Null S Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,4800,5000,Null S,Ammunition & Charges,Hybrid Charges,Advanced Blaster Charges,Small,
Javelin XL Blueprint,Advanced Hybrid Charge Blueprint,10,4000000,1,32000,5000,Javelin XL,Ammunition & Charges,Hybrid Charges,Advanced Railgun Charges,Extra Large,
Spike XL Blueprint,Advanced Hybrid Charge Blueprint,10,8000000,1,32000,5000,Spike XL,Ammunition & Charges,Hybrid Charges,Advanced Railgun Charges,Extra Large,
Javelin L Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,14400,5000,Javelin L,Ammunition & Charges,Hybrid Charges,Advanced Railgun Charges,Large,
Spike L Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,14400,5000,Spike L,Ammunition & Charges,Hybrid Charges,Advanced Railgun Charges,Large,
Javelin M Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,9600,5000,Javelin M,Ammunition & Charges,Hybrid Charges,Advanced Railgun Charges,Medium,
Spike M Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,9600,5000,Spike M,Ammunition & Charges,Hybrid Charges,Advanced Railgun Charges,Medium,
Spike S Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,4800,5000,Spike S,Ammunition & Charges,Hybrid Charges,Advanced Railgun Charges,Small,
Javelin S Blueprint,Advanced Hybrid Charge Blueprint,10,10000000000,1,4800,5000,Javelin S,Ammunition & Charges,Hybrid Charges,Advanced Railgun Charges,Small,
Antimatter Charge XL Blueprint,Hybrid Charge Blueprint,100,10000000,1,1200,100,Antimatter Charge XL,Ammunition & Charges,Hybrid Charges,Standard Charges,Extra Large,
Iridium Charge XL Blueprint,Hybrid Charge Blueprint,100,4000000,1,1200,100,Iridium Charge XL,Ammunition & Charges,Hybrid Charges,Standard Charges,Extra Large,
Iron Charge XL Blueprint,Hybrid Charge Blueprint,100,2000000,1,1200,100,Iron Charge XL,Ammunition & Charges,Hybrid Charges,Standard Charges,Extra Large,
Lead Charge XL Blueprint,Hybrid Charge Blueprint,100,5000000,1,1200,100,Lead Charge XL,Ammunition & Charges,Hybrid Charges,Standard Charges,Extra Large,
Plutonium Charge XL Blueprint,Hybrid Charge Blueprint,100,8000000,1,1200,100,Plutonium Charge XL,Ammunition & Charges,Hybrid Charges,Standard Charges,Extra Large,
Thorium Charge XL Blueprint,Hybrid Charge Blueprint,100,6000000,1,1200,100,Thorium Charge XL,Ammunition & Charges,Hybrid Charges,Standard Charges,Extra Large,
Tungsten Charge XL Blueprint,Hybrid Charge Blueprint,100,3000000,1,1200,100,Tungsten Charge XL,Ammunition & Charges,Hybrid Charges,Standard Charges,Extra Large,
Uranium Charge XL Blueprint,Hybrid Charge Blueprint,100,7000000,1,1200,100,Uranium Charge XL,Ammunition & Charges,Hybrid Charges,Standard Charges,Extra Large,
Iron Charge L Blueprint,Hybrid Charge Blueprint,200,200000,1,900,100,Iron Charge L,Ammunition & Charges,Hybrid Charges,Standard Charges,Large,
Tungsten Charge L Blueprint,Hybrid Charge Blueprint,200,300000,1,900,100,Tungsten Charge L,Ammunition & Charges,Hybrid Charges,Standard Charges,Large,
Iridium Charge L Blueprint,Hybrid Charge Blueprint,200,400000,1,900,100,Iridium Charge L,Ammunition & Charges,Hybrid Charges,Standard Charges,Large,
Lead Charge L Blueprint,Hybrid Charge Blueprint,200,500000,1,900,100,Lead Charge L,Ammunition & Charges,Hybrid Charges,Standard Charges,Large,
Thorium Charge L Blueprint,Hybrid Charge Blueprint,200,600000,1,900,100,Thorium Charge L,Ammunition & Charges,Hybrid Charges,Standard Charges,Large,
Uranium Charge L Blueprint,Hybrid Charge Blueprint,200,700000,1,900,100,Uranium Charge L,Ammunition & Charges,Hybrid Charges,Standard Charges,Large,
Plutonium Charge L Blueprint,Hybrid Charge Blueprint,200,800000,1,900,100,Plutonium Charge L,Ammunition & Charges,Hybrid Charges,Standard Charges,Large,
Antimatter Charge L Blueprint,Hybrid Charge Blueprint,200,1000000,1,900,100,Antimatter Charge L,Ammunition & Charges,Hybrid Charges,Standard Charges,Large,
Iron Charge M Blueprint,Hybrid Charge Blueprint,300,80000,1,600,100,Iron Charge M,Ammunition & Charges,Hybrid Charges,Standard Charges,Medium,
Tungsten Charge M Blueprint,Hybrid Charge Blueprint,300,110000,1,600,100,Tungsten Charge M,Ammunition & Charges,Hybrid Charges,Standard Charges,Medium,
Iridium Charge M Blueprint,Hybrid Charge Blueprint,300,150000,1,600,100,Iridium Charge M,Ammunition & Charges,Hybrid Charges,Standard Charges,Medium,
Lead Charge M Blueprint,Hybrid Charge Blueprint,300,175000,1,600,100,Lead Charge M,Ammunition & Charges,Hybrid Charges,Standard Charges,Medium,
Thorium Charge M Blueprint,Hybrid Charge Blueprint,300,225000,1,600,100,Thorium Charge M,Ammunition & Charges,Hybrid Charges,Standard Charges,Medium,
Uranium Charge M Blueprint,Hybrid Charge Blueprint,300,275000,1,600,100,Uranium Charge M,Ammunition & Charges,Hybrid Charges,Standard Charges,Medium,
Plutonium Charge M Blueprint,Hybrid Charge Blueprint,300,325000,1,600,100,Plutonium Charge M,Ammunition & Charges,Hybrid Charges,Standard Charges,Medium,
Antimatter Charge M Blueprint,Hybrid Charge Blueprint,300,400000,1,600,100,Antimatter Charge M,Ammunition & Charges,Hybrid Charges,Standard Charges,Medium,
Iron Charge S Blueprint,Hybrid Charge Blueprint,600,20000,1,300,100,Iron Charge S,Ammunition & Charges,Hybrid Charges,Standard Charges,Small,
Tungsten Charge S Blueprint,Hybrid Charge Blueprint,600,30000,1,300,100,Tungsten Charge S,Ammunition & Charges,Hybrid Charges,Standard Charges,Small,
Iridium Charge S Blueprint,Hybrid Charge Blueprint,600,40000,1,300,100,Iridium Charge S,Ammunition & Charges,Hybrid Charges,Standard Charges,Small,
Lead Charge S Blueprint,Hybrid Charge Blueprint,600,50000,1,300,100,Lead Charge S,Ammunition & Charges,Hybrid Charges,Standard Charges,Small,
Thorium Charge S Blueprint,Hybrid Charge Blueprint,600,60000,1,300,100,Thorium Charge S,Ammunition & Charges,Hybrid Charges,Standard Charges,Small,
Uranium Charge S Blueprint,Hybrid Charge Blueprint,600,70000,1,300,100,Uranium Charge S,Ammunition & Charges,Hybrid Charges,Standard Charges,Small,
Plutonium Charge S Blueprint,Hybrid Charge Blueprint,600,80000,1,300,100,Plutonium Charge S,Ammunition & Charges,Hybrid Charges,Standard Charges,Small,
Antimatter Charge S Blueprint,Hybrid Charge Blueprint,600,100000,1,300,100,Antimatter Charge S,Ammunition & Charges,Hybrid Charges,Standard Charges,Small,
Arkonor Mining Crystal I Blueprint,Mining Crystal Blueprint,600,800000,1,300,1,Arkonor Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Bistot Mining Crystal I Blueprint,Mining Crystal Blueprint,600,750000,1,300,1,Bistot Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Crokite Mining Crystal I Blueprint,Mining Crystal Blueprint,600,700000,1,300,1,Crokite Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Dark Ochre Mining Crystal I Blueprint,Mining Crystal Blueprint,600,600000,1,300,1,Dark Ochre Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Gneiss Mining Crystal I Blueprint,Mining Crystal Blueprint,600,550000,1,300,1,Gneiss Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Hedbergite Mining Crystal I Blueprint,Mining Crystal Blueprint,600,500000,1,300,1,Hedbergite Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Hemorphite Mining Crystal I Blueprint,Mining Crystal Blueprint,600,450000,1,300,1,Hemorphite Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Jaspet Mining Crystal I Blueprint,Mining Crystal Blueprint,600,400000,1,300,1,Jaspet Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Kernite Mining Crystal I Blueprint,Mining Crystal Blueprint,600,350000,1,300,1,Kernite Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Mercoxit Mining Crystal I Blueprint,Mining Crystal Blueprint,600,1000000,1,300,1,Mercoxit Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Omber Mining Crystal I Blueprint,Mining Crystal Blueprint,600,300000,1,300,1,Omber Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Plagioclase Mining Crystal I Blueprint,Mining Crystal Blueprint,600,250000,1,300,1,Plagioclase Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Pyroxeres Mining Crystal I Blueprint,Mining Crystal Blueprint,600,200000,1,300,1,Pyroxeres Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
Scordite Mining Crystal I Blueprint,Mining Crystal Blueprint,600,150000,1,300,1,Scordite Mining Crystal I,Ammunition & Charges,Mining Crystals,,,
